"origin","nb_outlinks","outlinks"
"SVO","130","ABA AER ALA ALG ARH ASF AUH AYT BAH BAX BEG BHK BJV BKK BQT BSZ CAI CAN CEE CEK CKG CMB CMN COV CSY CXR DEL DLM DOH DPS DXB DYR ESB ESL EVN FEG FNJ GDZ GOJ GOX GRV GSV GYD HAK HAN HAV HGH HKG HKT HMA HOG HRG IGT IJK IKA IKT IKU IST KBL KEJ KGD KGF KHV KJA KQT KRR KSN KVX KZN LED MCT MCX MHD MLE MMK MQF MRU MRV MSQ MVQ NAL NBC NBE NJC NOZ NQZ NUX OGZ OMS OSW OVB PEE PEK PES PKC PKX PVG REN RGK RUH SCO SCW SEZ SGN SHE SKD SKX SLL SLY SSH STW SVX SYX SZX TAO TAS TFU TJM TOF UCT UFA UGC ULV URC UUD UUS VOG VRA WUH XIY"
"SVP","1","LAD"
"SVQ","69","ACE ALC AMS ARN ATH BCN BEG BER BIO BLL BLQ BOD BRI BRU BSL CDG CMN CPH DUB DUS EAS EIN FCO FLR FRA FUE GVA IST LEI LGW LHR LIL LIS LPA LPL LTN LUX LYS MAD MAH MLA MLN MPL MRS MUC MXP NCE NRN NTE OLB ORY OTP OVD PMI PRG RBA RTM SAW SCQ SDR TFN TRN TRS VCE VIE VRN WAW WRO ZRH"
"SVR","1","THU"
"SVS","1","FAI"
"SVU","2","NAN SUV"
"SVX","84","ABA AER ALA AYT BAX BHK BUS CEE CXR DLM DME DOH DWC DXB DYU ESL EVN EYK GDZ GOJ GOX GSV GYD HKT HMA HRG IJK IKT IST KEJ KGD KHV KJA KRR KVX KZN LBD LED MCX MMK MRV MSQ NJC NMA NNM NOJ NOZ NSK NUX NYA NYM OGZ OMS OSS OVB OVS PES REN RGK RKT RMZ SCO SCW SGC SHJ SKX SLL SLY SSH STW SVO SYX TAS TBS TJM TOF UFA ULV URJ UUD VKO VOG VVO YKS"
"SVZ","4","BRM CCS PMV VLN"
"SWA","52","BKK CGO CGQ CKG CSX CTU CZX DLC HAK HGH HIA HNY HSC HSN HYN INC KMG KUL LHW LUM LXA LYI LZO NGB NKG NNG NNY NTG PEK PKX PVG SHA SIN TAO TFU TNA TSN TYN UYN VTE WDS WNZ WUH WUX XIY XUZ YIH YIW YNT YNZ YTY ZHA"
"SWF","9","CHS FLL MCO MYR PGD PIE RDU RSW SFB"
"SWO","1","DFW"
"SWQ","2","DPS LOP"
"SWT","1","TOF"
"SWV","1","GDX"
"SXB","40","ACE AJA BCN BOD CFU CLY CMN CPH DJE EDI FCO FEZ FRA FSC HER IST LGW LPA LYS MAD MAN MPL MRS MUC MXP NAP NCE NDR NTE OLB OPO OUD PMI PMO RAK RDZ STN TLS TUN WAW"
"SXI","5","AWZ BND IFN SYZ THR"
"SXK","2","AMQ JIO"
"SXM","37","AMS ANU ATL AXA BGI BON BOS BWI CAP CDG CLT CUR DOM EWR FLL IAD JBQ JFK KIN MIA MNI MSP NEV ORD ORY POS PTP PTY SAB SBH SDQ SJU SKB SLU STI YUL YYZ"
"SXP","2","BET EMK"
"SXR","8","AMD ATQ BLR BOM DEL IXC IXJ IXL"
"SXV","4","BLR COK HYD MAA"
"SYD","67","AKL APW AUH AYQ BHQ BKK BLR BNK BQB BXG CDG CGO CHC CKG CMB CTS DOH DRW DXB FCO HAN HGH HKG HLZ HND HVB IAH ICN JFK KIX KUL LAS LAX LDH LST MIM MNL MQL NAN NKG OAG OOM PEK PKX POM PPP PPT PVG RAR SCL SFO SGN SIN SZX TAO TBU TFU TNA TPE TSN TSV VLI WLG WUH XIY YVR YYZ"
"SYM","5","CKG CSX TFU XIY ZAT"
"SYO","1","HND"
"SYP","0",""
"SYQ","0",""
"SYR","22","ATL BNA BOS CHS CLT DCA DEN DTW FLL JFK LAS MCO MSP MYR ORD ORF PGD PIE RDU RSW SRQ TPA"
"SYS","1","YKS"
"SYU","4","CNC HID SBR XMY"
"SYX","83","ALA BKK CAN CGO CGQ CKG CSX CTU DLC DQA DSN ENY FOC FRA HDG HET HFE HGH HJJ HKG HNY HQQ HRB IKT INC JJN JNG KHN KHV KMG KOW KTI KUL KWE KWL KZN LED LHW LYA LYI MSQ NGB NKG NNG NNY NQZ NTG OVB PEK PKX PVG SHA SHE SIN SJW SQD SZX TAO TAS TFU TNA TSN TXN TYN UBN URC UYN VTE WDS WNZ WUH WUX XFN XIY XMN XNN YBP YCU YIC YIH YNZ ZUH ZYI"
"SYY","4","BEB EDI GLA INV"
"SYZ","38","ABD AKW AWZ BDH BND DOH DXB GBT GSM IAQ IFN IST JED JSK KER KHK KIH KSH KWI LFM LVP MCT MED MHD MRX NJF NSH OHS PGU RAS SAW SHJ SRY SXI TBZ THR ZAH ZBR"
"SZA","2","CAB NBJ"
"SZB","18","AOR BKI CGK DMK HDY HHQ HKG JHB KBR KMG LGK PEN PQC RDN SIN TGG USM XSP"
"SZE","5","ADD BJR GDQ MQX SHC"
"SZF","15","ADB AYT BER BGW CGN COV DUS ESB FRA HAJ IST MUC SAW STR VIE"
"SZG","49","ALC AMS ARN AYT BCN BEG BER BEY BFS BHX BOJ BRS BRU CDG CLY CPH CWL DUB DUS DXB EIN FRA GLA HEL HRG IBZ IST KEF LBA LCA LGW LHR LPA MAN MIR NAP NCL OLB PMI RHO RIX RTM RUH SEN STN TFS TLL TLV ZTH"
"SZH","5","CAN CSX HRB PVG TSN"
"SZI","1","UKK"
"SZK","2","CPT JNB"
"SZS","2","IVC ZQN"
"SZX","175","ACX AKA AKL AQG AUH BCN BFJ BFY BKI BKK BPE BRU BSD BUD BZX CAI CGD CGK CGO CGQ CIH CJU CKG CNX CSX CTS CTU CZX DAT DDG DLC DLU DMK DOH DOY DSN DXB DZH EHU ENH ENY FOC FRA FUG GYS HAK HAN HCJ HET HFE HGH HIA HKT HLD HND HQQ HRB HSN HYN HZA HZG ICN IKA INC IQN JDZ JHG JIU JMU JNB JNG JUH JUZ KHG KHH KHN KIX KMG KOS KTI KUL KWE LAX LFQ LHR LHW LIJ LJG LPF LXA LYA LYG LYI LZG LZH LZO LZY MAD MDC MDG MEL MEX MIG MNL MXP NAO NDG NGB NKG NNG NNY NRT NTG PEK PEN PKX PVG RGN RUH SAI SGN SHA SHE SHS SIN SJW SQD SVO SYD SYX TAO TAS TFU TGO TNA TPE TSN TXN TYN URC UYN VIE VTE WDS WEH WGN WHA WNZ WSK WUA WUH WUS WUX WXN XAI XFN XIC XIY XMN XNN XUZ XZM YBP YCU YIC YIH YIW YLX YNT YNZ YTY YVR ZHA ZHY ZYI"
"SZY","5","DTM KRK NRN RMF STN"
"SZZ","7","BGO DUB KRK LPL OSL STN WAW"
"TAB","5","BGI FRA JFK LGW UVF"
"TAC","4","CEB DVO ILO MNL"
"TAE","18","BKK CEB CJU CXR DAD DSN DYG FUK GUM HKG ICN KIX NRT PVG TAO TPE UBN YNJ"
"TAG","8","CRK DVO ENI ICN ILO MNL NRT PUS"
"TAK","9","HKG HND ICN NRT OKA PUS PVG RMQ TPE"
"TAL","4","FAI HSL HUS RBY"
"TAM","8","CUN DFW IAH MEX MTY NLU VER VSA"
"TAO","113","AKU AVA BHY BKK BPE BZX CAN CGO CGQ CIF CIH CJU CKG CSX CTU CZX DLC DQA DXB DYG ENH ENY FOC FSZ FUK FUO HAK HAN HET HFE HGH HKG HLD HND HNY HRB HSN HYN ICN INC JDZ JHG JJN JMU JSJ JUH JUZ JXA KCA KHN KMG KOW KRL KTM KUL KWE KWL LGW LHR LHW LNL LXA LZH MDG MFM MLB NAO NBS NGB NGO NKG NNG NNY NRT OKA PEK PKX PUS PVG SGN SHA SHE SHS SIN SJW SQJ SVO SWA SYD SYX SZX TAE TFU TPE TYN URC VVO WHA WNZ WUH WUS WUX XAI XFN XIY XMN XNN YBP YIC YIH YNJ YSQ ZUH"
"TAP","4","GDL MEX MTY TIJ"
"TAS","106","ADB AER ALA AUH AYT AZN BGY BHK BKK BOM BSZ BUD BUS CAN CDG CKG CXR DAD DEL DME DOH DPS DXB DYU ESB FCO FEG FRA GOJ GRV GUW GYD HGH HKT ICN IKA IKT ISB IST JED JFK KBL KHV KJA KRR KSQ KUL KWI KZN LED LGK LGW LHE MAD MCT MCX MED MLE MRV MSQ MUC MXP NBC NCU NJC NMA NQZ NRT NVI OMN OMS OVB PEE PEK PKX PQC PRG PVG RIX RKT RMO RUH SGC SHJ SKD SSH SVO SVX SYX SZX TBS TFU TGD TLV TMJ TZX UFA UGC URC UTP UUD VKO VVO WAW XIY ZIA"
"TAT","2","GDN LTN"
"TAZ","3","ASB BKN MYP"
"TBB","2","HAN SGN"
"TBD","2","CLO PPN"
"TBF","1","TRW"
"TBG","4","CNS HGU POM UNG"
"TBI","1","NAS"
"TBJ","0",""
"TBN","2","DFW ORD"
"TBO","2","DAR TKQ"
"TBP","1","LIM"
"TBS","57","AER ALA AMM AMS ATH AUH BAH BEG BER BGW BGY BOM CDG CIT CPH DEL DOH DUS DXB ESB EVN FRA FRL GOJ GVA GYD IKA IST JED KRR KWI LCA LED LHR LTN MRV MSQ MUC MXP NCE ORY PVG RIX RMO RUH SAW SCO SHJ SVX TAS TLV UFA URC VIE VKO WAW ZRH"
"TBT","2","MAO TFF"
"TBU","8","AKL EUA HPA NAN NFO NTT SYD VAV"
"TBW","2","LED VKO"
"TBZ","19","ADB AWZ AZD BND DXB EVN GYD IFN IST JED KER KIH MED MHD NJF PGU SAW SYZ THR"
"TCA","3","ASP DRW KTR"
"TCD","1","LET"
"TCG","14","AAT AKU BPL CGO FOC KHG PKX SHE SHF TFU TLQ URC XIY YIN"
"TCH","1","LBV"
"TCO","1","CLO"
"TCP","6","BRQ BUD CAI KTW PRG WAW"
"TCQ","1","LIM"
"TCR","2","BLR MAA"
"TCT","1","MCG"
"TCZ","6","CKG CSX KMG TFU TYN XIY"
"TDD","6","CBB CIJ GYA LPB RIB VVI"
"TDL","0",""
"TDP","0",""
"TDS","3","AWB KMA OPU"
"TDX","1","BKK"
"TEB","7","ACK ASE FXE MVY OPF PBI VNY"
"TEF","2","MEB PER"
"TEI","4","GAU HGI IMF JRH"
"TEK","1","MRI"
"TEN","6","ACX BHY CKG LPF PKX PVG"
"TER","12","BOS FLW FNC GRW HOR LIS OPO PDL PIX SJZ YYZ ZRH"
"TET","2","JNB MPM"
"TEU","0",""
"TEX","2","DEN PHX"
"TEZ","5","CCU GAU IXI IXT SHL"
"TFF","1","MAO"
"TFI","3","PNP POM RAB"
"TFM","1","HGU"
"TFN","23","ACE AGP ALC BIO BJZ CCS DUS FRA FUE GMZ GRX LCG LPA MAD MLN OVD RAK RMU SCQ SPC SVQ VDE VLC"
"TFS","94","AAL ABZ AGA AMS ANR ARN BEG BER BES BFS BGO BGY BHX BIO BLQ BOD BOH BRS BRU BSL BUD CGN CMN CPH CRL CWL DUB DUS EDI EIN EMA EXT FCO FMM FMO FNC FRA GDN GLA GRQ GRZ HAJ HAM HEL IOM KEF KRK KTW LGW LHR LIL LIN LIS LPA LTN LUX LYS MAD MAN MPL MUC MXP NCE NCL NRN NTE NWI ORY OSL OST OTP OVD PIK PRG PRO RIX RMO RTM SEN SPC STN STR SVG SZG TLL TLS TSR VCE VIE VRN WAW YUL YYZ ZRH"
"TFU","173","AAT ACF ACX ADD AEB AKL AKU AOG ATH AUH AYN BAR BAV BHY BKK BPL BRU BSD BSZ CAN CDE CGD CGO CGQ CIF CIH CMB CNX CQW CSX CXR CZX DAT DCY DDG DHH DIG DLC DLU DMK DNH DOH DPS DSN DXB DYG DZH ENH ENY FCO FOC FUO FYN GXH GZG HAK HAN HET HFE HGH HIA HKG HKT HRB HSN HTN HUZ HYN ICN INC JDZ JGS JHG JIU JJN JNG JNZ JUZ JXA JZH KBV KCA KHG KHN KIX KLO KMG KOW KRL KRY KTI KTM KUL KWL LAX LED LFQ LHR LHW LJG LLV LNJ LUM LXA LYI LZH LZY MAD MEL MFM MLE MNL MXP NBS NDG NGB NKG NNG NRT NTG PEK PEN PKX PVG QSZ RLK SGN SHA SHE SIN SJW SQD SVO SWA SYD SYX SZX TAO TNA TPE TSA TSN TVS TWC TYN URC USM UYN VTE WGN WHA WNH WNZ WUH WUS WUT WUX XAI XFN XIC XMN XNN XUZ YIN YIW YLX YNT YNZ YSQ YUS YVR ZHA ZUH"
"TGC","2","KCH MKM"
"TGD","30","ADB ALA ATH AYT BCN BEG BER BRQ BSL BTS CDG CTA ESB FCO FRA GDN IST KTW LJU NQZ NTE ORY POZ PRG SAW STN VIE WAW WRO ZRH"
"TGG","2","KUL SZB"
"TGI","1","LIM"
"TGJ","2","GEA LIF"
"TGM","11","BGY BSL BUD BVA CRL DTM FCO FMM HER LCA LTN"
"TGO","17","AXF BAV CKG DSN ERL HET HLD HLH NZH PEK PKX PVG RLK SJW SZX TNA XIY"
"TGP","2","KCY THX"
"TGT","4","ARK DAR PMA ZNZ"
"TGU","4","LCE PEU RTB SAP"
"TGZ","4","CUN GDL MEX TIJ"
"THD","8","BMV DAD DLI PQC SGN UIH VCA VCS"
"THE","9","BSB CGH CNF FOR GIG GRU REC SSA VCP"
"THG","1","BNE"
"THL","6","HEH KET LSH MDL MYT RGN"
"THN","3","ARN BMA SCR"
"THO","2","AEY VPN"
"THR","13","AFZ AZD BJB HDM JSK KHD KSH MHD OMH RAS SAR XBJ YES"
"THS","1","BKK"
"THU","4","CPH NAQ SFJ SVR"
"THX","4","IAA KJA TGP TJM"
"TIA","82","ADB AGP AMM AMS AOI ARN ATH AYT BCN BEG BJV BLQ BOD BRI BRQ BRU BTS BUD BVA CDG CGN CIY CPH CRL CTA DEB DUS DXB EIN ESB FCO FRA GDN GOA GOT GVA HEL HER IST KRK KTW LCJ LGW LHR LIS LPL LTN LYS MAD MUC NAP NTE NUE ORY OSL OTP PMI POZ PRG PSR RDO RHO RIX RMI RMO RUH SAW SOF SSH STN STR TLL TLV TRF TSF VIE VRN WAW WMI WRO YYZ ZRH"
"TIF","15","AHB CAI DMM DOH DXB GIZ HBE IST JED KWI MCT MED RUH SHJ SHW"
"TIH","5","BOB PPT RFP RGI XMH"
"TIJ","40","ACA AGU BJX CEN CJS CLQ CUL CUN CUU DGO GDL HMO LAP LMM LTO MEX MID MLM MTY MZT NLU OAX PBC PEK PHX PVG PVR QRO SAN SJD SLP TAP TGZ TLC TPQ TRC UPN VER ZCL ZIH"
"TIM","15","CGK DJJ DPS EWE EWI KNG LUV MDC NBX SOC SOQ SUB UPG WMX YIA"
"TIN","4","ALG CBH CZL ORN"
"TIQ","1","SPN"
"TIR","8","BLR BOM DEL HYD RJA RQY VGA VTZ"
"TIU","1","WLG"
"TIV","41","AMS ARN BCN BEG BER BHX BNX BRQ BRS BRU CPH DUS DXB EVN FRA GVA GYD HEL INI IST KVO KWI LHR LJU LTN LUX MAD MAN MUC ORY OSL PRG RIX RMO STN STR TLL TLV VIE WAW ZRH"
"TJA","3","CBB LPB VVI"
"TJB","2","PKU SIQ"
"TJH","1","ITM"
"TJK","3","ADB IST SAW"
"TJM","48","AER BAX BVJ CEK CXR DWC DYU EVN EYK GYD HKT HMA HRI IKT IRM KGP KJA KZN LBD LED MCX MRV NBC NJC NOJ NSK NUX NYA NYM OMS OSS OVB OVS PEE SBT SGC SLY SSH STW SVO SVX TLK TOF UFA URJ USMQ VKO VOG"
"TJQ","3","CGK PGK SIN"
"TJS","3","BPN LBW LPU"
"TJU","1","DME"
"TKE","1","JNU"
"TKG","3","BTH CGK KUL"
"TKK","8","GUM HNL KSA KWA MAJ PNI ULI YAP"
"TKN","3","ASJ KOJ OKE"
"TKP","2","PPT TKX"
"TKQ","1","DAR"
"TKS","3","FUK HND ICN"
"TKV","1","PPT"
"TKX","2","PPT TKP"
"TLA","3","KTS OME WAA"
"TLC","7","CUN GDL MID MTY PVR SJD TIJ"
"TLH","7","ATL CLT DCA DFW FLL MIA RDU"
"TLI","1","PLW"
"TLK","12","BTK IKT KJA KRR NOJ NUX OMS OVB SGC TJM UFA VKO"
"TLL","60","AGP AMS ARN ATH AYT BCN BER BHX BJV BLL BOJ BRU BUD CFU CPH CTA DUB DUS EDI FAO FCO FNC FRA GDN GVA HAM HEL HER HRG HRI IST KDL KRK KTT LBA LCA LGW LPA LTN MAN MLA MUC NBE NCE ORY OSL PRG RHO SPU SSH STN SUF TFS TIA TIV URE VCE VIE WAW ZRH"
"TLM","7","ALG BRU CDG LIL LYS MRS ORY"
"TLN","12","AJA ALG BES BIA BOD FSC LCY LIL LUX NTE ORY RTM"
"TLQ","14","AAT AKU CSX DSN HTN KMG KRY PKX TCG TFU TWC XIY YIN ZHY"
"TLS","72","AGA AJA ALC ALG AMS ATH BES BGY BHX BIA BRS BRU BSL BUD BVC CDG CFU CLY CMN CPH CRL DJE DSS DUB DZA EDI FAO FCO FEZ FLR FSC HER IBZ IST JED LHR LIL LIS LPA LRT LUX LYS MAD MAH MED MUC MXP NAP NCE NDR NTE OLB OPO ORN ORY OSL PMI PMO PRG PSA RAK RBA RNS RUN SID SXB TFS TSF TUN VCE VLC YUL"
"TLT","0",""
"TLU","2","BOG EOH"
"TLV","97","ADD AER AGP AMS ATH ATL AUH BCN BEG BER BGY BKK BLQ BOJ BOS BRU BTS BUD BUS CAG CDG CFU CIT CLJ CPH CTA DEB DEL DME DUS DXB EVN EWR FCO FRA GYD HAM HAN HER HKT IAD JFK JMK KGS KRK KRR LAX LCA LED LHR LIS LTN LYS MAD MLA MRS MRV MSQ MUC MXP NAP OPO ORD OTP PDV PEK PFO PMO PRG PVK RHO RIX RMO RVN SEZ SJJ SKD SKG SOF STN STR SZX TAS TBS TIA TIV TLS VAR VCE VIE VRN WAW YYZ ZAG ZIA ZNZ ZRH"
"TMC","4","DPS KOE LOP SUB"
"TME","2","BOG RVE"
"TMH","4","BXD DJJ MKQ OKL"
"TMI","2","BIR KTM"
"TMJ","4","AER LED TAS VKO"
"TMM","5","RUN SMS SVB TNR WMN"
"TMP","4","AGP CHQ KTT RIX"
"TMR","9","ALG BMW ELG GHA INF INZ OGX ORN VVZ"
"TMS","5","LBV LFW LIS NBJ PCP"
"TMT","6","JRT MAO MTE OBI ORX STM"
"TMU","2","SJO SYQ"
"TMW","2","BNE SYD"
"TNA","68","BKK BZX CAN CGQ CIF CKG CSX CTU DLC DSN DYG ENH FOC HAK HAN HET HKG HLD HNY HRB HSN HYN ICN INC JHG JJN JMU JXA KHG KHN KIX KMG KOW KWE KWL LHW LJG MFM MIG NDG NNG PVG SGN SHA SHE SHF SHS SIN SWA SYD SYX SZX TFU URC UYN VTE WEH WMT WNZ WUH WUS XIY XMN XNN YCU YIH YNT ZUH"
"TNC","3","KTS OME TLA"
"TNE","3","FUK ITM KOJ"
"TNG","33","AGA AGP AHU AMS ANR BCN BEM BGY BRU BSL CAI CCF CDG CGN CPH CRL EIN GRO GVA LGW LIS LPA LYS MAD NDR NTE ORY OSL RAK RTM SAW SSH SVQ"
"TNH","7","CAN DLC HGH PEK PVG TSN YNT"
"TNJ","3","CGK LMU SIQ"
"TNK","1","BET"
"TNN","4","KMJ KNH MZG OKA"
"TNO","2","SJO SYQ"
"TNR","7","ADD DXB DZA JNB NBO RUN SEZ"
"TOB","0",""
"TOE","2","ORY TUN"
"TOF","16","AER CXR DME HKT IKT KJA KZN LED NJC OVB SGC SVO SVX SWT TJM UTP"
"TOG","3","DLG KMO TWA"
"TOL","2","PGD SFB"
"TOM","2","BKO MZI"
"TOS","37","ALF AMS ANX BCN BEG BER BGY BOO BRS BVG CDG CPH DUB DUS FRA GDN GVA HAA HAM HEL KEF LGW LHR LPA LTN LYR MAD MAN MEH MUC ORY RVN TRD VAW VDS VIE ZRH"
"TOU","1","GEA"
"TOY","5","CTS HND ICN PVG TPE"
"TPA","95","ACY ALB AMS ATL AUS AVP BDL BGR BHM BNA BOG BOS BUF BWI CAK CHS CLE CLT CMH CRW CUN CVG DAL DCA DEN DFW DTW ERI EWR EYW FLL FRA GCM GRR HAV HPN HSV HVN IAD IAH ILG ILM IND ISP JFK LAS LAX LGA LGW LHR MBJ MCI MDW MEM MEX MIA MKE MSN MSP MSY MYR NAS ORD ORF PDX PHL PHX PIT PNS PTY PUJ PVD PWM RDU RIC ROC SAN SAT SDF SDQ SEA SFO SJO SJU SLC STL TTN TYS YHZ YOW YUL YYC YYT YYZ ZRH"
"TPE","70","AKJ AKL AMS AUH AXT BKI BKK BWN CAN CEB CGK CGO CJJ CJU CKG CNX CRK CTS CXR DAD DMK DPS DXB FOC FUK GUM HAN HGH HKD HKG HND ICN IST KIX KKJ KMQ KUL MDC MFM MNL MWX MXP NGB NGO NKG NRT OKA OKJ PEK PHX PQC PUS PVG RGN ROR SDJ SEA SFO SGN SIN SZX TAE TAO TFU UKB VDH VIE WUH XMN YVR"
"TPJ","1","KTM"
"TPP","5","CIX IQT LIM PCL RIM"
"TPQ","6","IAH LAX MEX NLU NON YYC"
"TPS","14","BGY BLQ BRI BTS CRL LUZ MXP NRN PNL SCN STN SVQ TRN VRN"
"TPU","0",""
"TQA","2","IUI JUV"
"TQO","13","ATL DFW EWR GDL IAH MEX MIA MTY NLU YQB YUL YYC YYZ"
"TQP","0",""
"TRA","1","MMY"
"TRC","11","CJS CUN CUU DFW GDL MEX MTY MZT QRO SJD TIJ"
"TRD","30","AES ALC AMS AYT BGO BNN BOJ BOO CHQ FRA GDN HEL KRK LCA LGW LPA MJF MUC NCE OSL OSY PMI RHO RIX SPU SSJ SVG TFS TOS VAR"
"TRE","3","COL GLA OBN"
"TRF","17","AGP ALC BGO BGY CHQ CLJ CPH LCA LPA OTP PMI PSA RHO SKP SVG TIA WAW"
"TRG","8","AKL CHC GBZ GIS NPE WLG WRE WTZ"
"TRI","8","ATL CLT DFW IAD MCO ORD PIE SFB"
"TRK","3","BPN CGK SUB"
"TRN","46","AGP AMS ARN BBU BCM BCN BFS BHX BIO BRI BRS BUD CDG CIY CMN CTA CWL DUB EMA FCO FOG FRA GLA HEL IAS IST LGW LTN MAD MAN MUC NAP NCL OLB ORY OTP PMO QSR RMO SNN SOF STN TIA TPS VLC WAW"
"TRR","4","CMB HRI JAF RML"
"TRS","19","BCN BDS BER BRI BVA CTA DUB FCO FRA KRK MLA OLB PRG QSR RTM STN SUF TIA VLC"
"TRT","1","UPG"
"TRU","2","LIM SCL"
"TRV","25","AMD AUH BAH BLR BOM CMB CNN COK DEL DMM DOH DXB HAQ HYD IXE KUL KWI MAA MCT MLE PNQ RUH SHJ SIN TRZ"
"TRW","13","ABF AEA BBG BNE CXI INU MAJ MTK MZK NAN PNI ROR TBF"
"TRZ","13","AUH BLR BOM CMB DEL DOH HYD KUL MAA MCT SHJ SIN TRV"
"TSA","15","CKG FOC GMP HND HUN KNH LZN MFK MZG PVG SHA TFU TTT WUH XMN"
"TSF","25","AGP ALC AMM BCM BHX BVA CFU CHQ CRL EMA GDN IAS KGS KTW LTN MAD MAH OTP POZ PRG TFS TIA TLS TSR WRO"
"TSH","0",""
"TSJ","2","FUK NGS"
"TSM","5","BUR CLD DAL DEN KEDC"
"TSN","88","AKA AQG BAV BHY BKK CAN CGQ CIF CIH CJU CKG CSX CTU CXR DLC DLU DMK DOY DSN ENH ENY FOC HAK HET HFE HGH HIA HKG HKT HND HRB HSN HTN HYN ICN INC JHG JJN JXA KHN KHV KIX KMG KOW KWE KWL LFQ LHR LHW LJG LLV LXA LYG NAO NDG NGB NGO NNG NNY NRT NTG PVG SHA SHS SIN SQD SWA SYX SZH SZX TFU TGO TNH TPE TYN URC UYN WMT WNZ WUH XIY XMN XNN YCU YIH YIW ZHA ZUH"
"TSO","0",""
"TSR","26","ATH AYT BCN BHX BLQ BRI BVA CFU CHQ CIA DWC EFL GPA HER HRG IST LCA MAD MUC OLB OTP PMI RHO TSF VLC ZTH"
"TST","1","DMK"
"TSV","17","BNE CNJ CNS DRW HGD ISA JCK LRE MEL MKY MOV RCM ROK SYD TQP WIN YCNY"
"TTA","1","CMN"
"TTE","12","AMQ CGK GEB GLX KAZ LAH MDC OTI PGQ SQN SUB UPG"
"TTN","7","FLL MCO PBI PGD PIE RSW TPA"
"TTQ","1","SJO"
"TTT","3","GNI KYD TSA"
"TTU","13","AGP AHU ALC AMS BCN BRU CDG CMN CRL LGW MAD MRS SVQ"
"TUB","3","PPT RUR RVV"
"TUC","11","AEP BRC COR EZE FLN IGR LIM MDQ PTY PUJ SLA"
"TUD","0",""
"TUF","4","DUB MRS OPO RAK"
"TUG","4","BSO MNL RPLN RPLT"
"TUI","4","DMM HAS JED RUH"
"TUL","20","ATL AUS CLT CUN DCA DEN DFW IAH LAS LGA MCO MSP ORD PHX PIE SAN SEA SFB SLC VPS"
"TUN","46","ABJ ALG AMM ATH AUH BCN BEN BGW BLQ BOD BRU BSL CAI CDG CMN DJE DOH DUS DXB FCO FRA IST LHR LIL LIS LUX LYS MAD MJI MLA MPL MRA MRS MUC NAP NCE NIM NKC NTE ORY PMO RBA STR TOE VCE YUL"
"TUO","1","AKL"
"TUP","2","BNA DFW"
"TUR","1","BEL"
"TUS","16","ATL DAL DEN DFW HOU IAH LAS LAX MDW MSP ORD PDX PHX SAN SEA SLC"
"TUU","11","AHB ATZ CAI DMM DOH DXB HMB JED MED RUH SHJ"
"TUV","1","MUN"
"TUW","0",""
"TVC","17","ATL AZA BOS CLT DCA DEN DFW DTW EWR FLL LGA MSP ORD PGD PHL PIE SFB"
"TVF","1","MSP"
"TVS","11","CKG CSX DLC HAK HRB INC KMG KWL PVG TFU XIY"
"TVU","2","NAN SUV"
"TWA","3","DLG KMO TOG"
"TWC","14","ACF AKU CAN CGO HGH KHG KRL PEK SHF TFU TLQ URC XIY YIN"
"TWF","2","LAS SLC"
"TWT","2","CBO ZAM"
"TWU","8","BKI CAN HKG JHB KUL MFM PVG SDK"
"TXE","1","KNO"
"TXK","1","DFW"
"TXN","10","HKG HRB ICN KUL PEK PUS SYX SZX XIY XMN"
"TYD","2","BQS KHV"
"TYL","1","LIM"
"TYM","1","NAS"
"TYN","55","BAV BHY BKK CAN CGQ CKG CSX CTU DLC DSN FOC HAK HFE HGH HIA HRB INC JHG JJN KHN KMG KUL KWE KWL LHW LJG LUM LYI MFM NGB NKG NNG PEK PVG SHA SHE SHS SQD SWA SYX SZX TAO TFU TSN URC WDS WNZ WUH XMN XNN YBP YIH YIW YNZ ZUH"
"TYR","1","DFW"
"TYS","20","AUS BOS DEN EWR EYW FLL GUF HOU IAD JAX LAS MCO MDW PGD PHL PHX PIE SFB SRQ VPS"
"TZA","8","CUK CYC DGA INB PLJ PND SPR SVK"
"TZL","17","AYT BER BSL BTS BVA CGN DTM FMM GOT HAM HRG LCA MMX MST SAW STR ZRH"
"TZN","1","NAS"
"TZX","27","ADB AHB AUH AYT BAH COV DMM DOH DUS DXB DYU ECN ELQ ESB GYD IST JED KCO KWI MCT MED MUC RUH SAW SHJ TAS YEI"
"UAH","3","AUQ NHV UAP"
"UAI","0",""
"UAK","1","JJU"
"UAM","0",""
"UAP","3","AUQ NHV UAH"
"UAQ","3","AEP COR EZE"
"UAS","2","MRE WIL"
"UBA","3","CNF GRU MCZ"
"UBB","3","BDD HID SBR"
"UBJ","1","HND"
"UBN","35","ALA CAN CJJ CXR DLZ DSN HET HKG HKT HVD ICN IKT IST KIX KJA KYZ LTI MNL MWX MXV NRT NZH PEK PKX PQC PRG PUS PVG SGN SIN SYX TAE ULG ULO YNY"
"UBP","2","BKK DMK"
"UCB","10","CAN CGO CIF CKG HGH SJW TGO WUH XIL XIY"
"UCT","3","LED SVO VKO"
"UDI","12","BPS BSB CGH CNF FOR GIG GRU JPA MCZ NAT REC VCP"
"UDR","6","BHO BLR BOM CCU DEL JAI"
"UEL","4","APL BEW MPM TET"
"UEO","2","HND OKA"
